sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
BV3-0174,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0175,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0176,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0177,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0178,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0179,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0180,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0181,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0182,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0183,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0184,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0185,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0186,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0187,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0188,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0189,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0190,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0191,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0192,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0193,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0194,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,execution_failed,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0195,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0196,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0197,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0198,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0199,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0200,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0201,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0202,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0203,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,max_steps_exhausted,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0204,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0205,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0206,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0207,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0208,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0209,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0210,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0211,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0212,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0213,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0214,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0215,malicious,confirmed_violation,Private data collection and upload,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0216,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0217,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0218,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0219,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0220,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0221,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0222,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0223,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0224,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0225,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0226,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0227,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0228,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0229,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0230,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0231,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0232,malicious,confirmed_violation,Permission or privilege expansion,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0233,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0234,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0235,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0236,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0237,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0238,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0239,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0240,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0241,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0242,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0243,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0244,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0246,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0247,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0248,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0249,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0250,malicious,confirmed_violation,Resource abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0251,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0252,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0253,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0254,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0255,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0256,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0257,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0258,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0259,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0260,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0261,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0262,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0263,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0264,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0265,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0266,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0267,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0268,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0269,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0270,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0271,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0272,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0273,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0274,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0275,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0276,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0277,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0278,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0279,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0280,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0281,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0282,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0283,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0284,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0285,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,complete,confirmed_allowed,resolved_allowed,runtime_observed_allowed_or_no_flow_overrode_static_risk
BV3-0286,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0287,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0288,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0289,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0290,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0291,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0292,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0293,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0294,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0295,malicious,confirmed_violation,Untrusted download and execute,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0296,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0297,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0298,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0299,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0300,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0301,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0302,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0303,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0304,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0305,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0306,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0307,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0308,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0309,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,execution_failed,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0310,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0311,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0312,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0313,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0314,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0315,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0316,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0317,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0318,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0319,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0320,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0321,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0322,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0323,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0324,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0325,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0326,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0327,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0328,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0329,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,malicious,True,True,path_incomplete,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0330,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0331,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0332,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0333,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0334,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0335,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,path_incomplete,confirmed_allowed,unresolved_execution,same_or_non_decisive_transition
BV3-0336,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0337,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0338,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0339,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0340,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0341,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0342,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0343,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0344,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0345,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0346,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0347,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0348,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0349,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0350,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
