skill_id,name,skill_root,status,risk_level_name,risk_level,risk_score,final_risk_level,severity_label,evidence_strength,execution_outcome,skip_reason,skip_category,selected_execution_profile,recommended_execution_profile,execution_feasibility,root_cause,root_cause_detail,root_cause_v2_mechanism_class,root_cause_v2_primary_driver,root_cause_v2_evidence_status,detected_behaviors,capability_tags,llm_enabled,started_at,finished_at
mnt_e_dangerous_skills_chart-visualization,chart-visualization,/mnt/e/dangerous_skills/chart-visualization,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T03:42:47.052171+00:00,2026-04-27T03:43:03.546815+00:00
mnt_e_dangerous_skills_chatbot-seo,chatbot-seo,/mnt/e/dangerous_skills/chatbot-seo,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T03:43:03.724925+00:00,2026-04-27T03:45:22.740924+00:00
mnt_e_dangerous_skills_chinese-lottery-predict-skills,chinese-lottery-predict,/mnt/e/dangerous_skills/chinese-lottery-predict-skills,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,llm_decision,llm_decision_induced_action,ambiguous_connected_workflow,mixed,trigger_incomplete,network_access,requires_web_platform,True,2026-04-27T03:45:22.902213+00:00,2026-04-27T03:47:54.417687+00:00
mnt_e_dangerous_skills_chinese-novelist-skill,chinese-novelist-skill,/mnt/e/dangerous_skills/chinese-novelist-skill,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T03:47:54.688320+00:00,2026-04-27T03:48:10.823187+00:00
mnt_e_dangerous_skills_chisel_skills_chisel,chisel,/mnt/e/dangerous_skills/chisel/skills/chisel,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,requires_external_api_key|requires_user_supplied_artifact,True,2026-04-27T03:48:11.094725+00:00,2026-04-27T03:48:46.239963+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_choom-delegation,choom-delegation,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/choom-delegation,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,prompt_injection_suspected,prompt_injection_suspected,insufficient_context,authored_skill_logic,static_only,,requires_oauth_or_login,True,2026-04-27T03:48:47.119419+00:00,2026-04-27T03:48:47.119446+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_code-execution,code-execution,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/code-execution,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,,True,2026-04-27T03:48:47.488822+00:00,2026-04-27T03:50:59.537091+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-calendar,google-calendar,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-calendar,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,,True,2026-04-27T03:51:00.105693+00:00,2026-04-27T03:51:16.695915+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-contacts,google-contacts,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-contacts,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_oauth_or_login|requires_messaging_stack,True,2026-04-27T03:51:17.812281+00:00,2026-04-27T03:51:17.812303+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-docs,google-docs,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-docs,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_document_or_office_stack,True,2026-04-27T03:51:18.243937+00:00,2026-04-27T03:51:25.347125+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-drive,google-drive,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-drive,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_user_supplied_artifact|requires_document_or_office_stack,True,2026-04-27T03:51:27.825969+00:00,2026-04-27T03:51:36.581533+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-gmail,google-gmail,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-gmail,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_user_supplied_artifact|requires_messaging_stack,True,2026-04-27T03:51:37.033769+00:00,2026-04-27T03:51:45.451996+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-sheets,google-sheets,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-sheets,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_document_or_office_stack,True,2026-04-27T03:51:45.839796+00:00,2026-04-27T03:51:54.633105+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-tasks,google-tasks,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-tasks,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T03:51:55.099156+00:00,2026-04-27T03:52:05.981288+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_google-youtube,google-youtube,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/google-youtube,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login,True,2026-04-27T03:52:06.997432+00:00,2026-04-27T03:52:06.997454+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_habit-tracker,habit-tracker,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/habit-tracker,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,,True,2026-04-27T03:52:07.392586+00:00,2026-04-27T03:52:24.165804+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_home-assistant,home-assistant,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/home-assistant,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform,True,2026-04-27T03:52:24.560532+00:00,2026-04-27T03:52:33.010253+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_image-analysis,image-analysis,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/image-analysis,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform,True,2026-04-27T03:52:33.463472+00:00,2026-04-27T03:52:47.992332+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_image-generation,image-generation,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/image-generation,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T03:52:48.542401+00:00,2026-04-27T03:53:11.625093+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_knowledge-graph,knowledge-graph,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/knowledge-graph,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_document_or_office_stack,True,2026-04-27T03:53:12.036177+00:00,2026-04-27T03:53:20.831305+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_memory-management,memory-management,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/memory-management,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,,True,2026-04-27T03:53:21.232045+00:00,2026-04-27T03:54:05.930546+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_notifications,notifications,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/notifications,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_user_supplied_artifact|requires_document_or_office_stack,True,2026-04-27T03:54:06.418190+00:00,2026-04-27T03:54:27.792560+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_pdf-processing,pdf-processing,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/pdf-processing,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_document_or_office_stack,True,2026-04-27T03:54:28.181668+00:00,2026-04-27T03:54:47.929446+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_plan-mode,plan-mode,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/plan-mode,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_long_horizon_task,True,2026-04-27T03:54:48.406970+00:00,2026-04-27T03:57:16.904691+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_reminders,reminders,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/reminders,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T03:57:17.618563+00:00,2026-04-27T03:57:28.018632+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_weather-forecasting,weather-forecasting,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/weather-forecasting,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T03:57:28.511059+00:00,2026-04-27T03:57:38.417254+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_web-scraping,web-scraping,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/web-scraping,completed,严重风险,critical,100,critical,severe_risk,chain_backed,completed_full,,,adapter_backed,adapter_backed,blocked,llm_decision,llm_decision_induced_action,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|network_access|process_spawn|shell_execution,requires_browser|requires_web_platform|requires_document_or_office_stack,True,2026-04-27T03:57:39.106914+00:00,2026-04-27T03:58:31.867533+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_web-searching,web-searching,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/web-searching,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key,True,2026-04-27T03:58:32.445947+00:00,2026-04-27T03:58:41.679290+00:00
mnt_e_dangerous_skills_choom_nextjs-app_skills_core_workspace-files,workspace-files,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/workspace-files,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,,True,2026-04-27T03:58:42.357409+00:00,2026-04-27T03:59:10.965558+00:00
mnt_e_dangerous_skills_chrome-cdp-skill_skills_chrome-cdp,chrome-cdp,/mnt/e/dangerous_skills/chrome-cdp-skill/skills/chrome-cdp,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,requires_browser|requires_web_platform|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T03:59:11.456635+00:00,2026-04-27T03:59:21.463586+00:00
mnt_e_dangerous_skills_citadel-lite,citadel-lite,/mnt/e/dangerous_skills/citadel-lite,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_external_api_key|requires_long_horizon_task,True,2026-04-27T03:59:21.705433+00:00,2026-04-27T04:00:15.363833+00:00
mnt_e_dangerous_skills_claude-code_skills_pair-programmer,pair-programmer,/mnt/e/dangerous_skills/claude-code/skills/pair-programmer,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key,True,2026-04-27T04:00:16.062771+00:00,2026-04-27T04:00:16.062784+00:00
mnt_e_dangerous_skills_claude-code-permission-policy_skills_permission-policy,permission-policy,/mnt/e/dangerous_skills/claude-code-permission-policy/skills/permission-policy,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_oauth_or_login|requires_interactive_prompting,True,2026-04-27T04:00:16.991515+00:00,2026-04-27T04:00:16.991535+00:00
mnt_e_dangerous_skills_claude-code-scaffolding-skill_project-scaffolding,project-scaffolding,/mnt/e/dangerous_skills/claude-code-scaffolding-skill/project-scaffolding,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,browser_lightweight,browser_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T04:00:17.963221+00:00,2026-04-27T04:00:17.963240+00:00
mnt_e_dangerous_skills_claude-jobs,claude-jobs,/mnt/e/dangerous_skills/claude-jobs,completed,严重风险,critical,100,critical,severe_risk,chain_backed,completed_full,,,adapter_backed,adapter_backed,blocked,llm_decision,llm_decision_induced_action,ambiguous_connected_workflow,mixed,trigger_incomplete,file_write|network_access,requires_web_platform|requires_messaging_stack,True,2026-04-27T04:00:18.218657+00:00,2026-04-27T04:01:18.886302+00:00
mnt_e_dangerous_skills_claude-skill-strapi-expert,strapi-expert,/mnt/e/dangerous_skills/claude-skill-strapi-expert,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key|requires_long_horizon_task,True,2026-04-27T04:01:19.168994+00:00,2026-04-27T04:04:17.848510+00:00
mnt_e_dangerous_skills_claude-skill-telegram,telegram-reminders,/mnt/e/dangerous_skills/claude-skill-telegram,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_external_api_key|requires_user_supplied_artifact|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T04:04:18.015357+00:00,2026-04-27T04:04:33.814480+00:00
mnt_e_dangerous_skills_claude-to-im-skill,claude-to-im,/mnt/e/dangerous_skills/claude-to-im-skill,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_callback_or_webhook|requires_interactive_prompting|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T04:04:34.966359+00:00,2026-04-27T04:04:34.966382+00:00
mnt_e_dangerous_skills_clawd-cursor,clawdcursor,/mnt/e/dangerous_skills/clawd-cursor,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_browser|requires_web_platform|requires_external_api_key|requires_heavy_runtime|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T04:04:35.297223+00:00,2026-04-27T04:04:58.569522+00:00
mnt_e_dangerous_skills_clawdbot-skill-search-x,search-x,/mnt/e/dangerous_skills/clawdbot-skill-search-x,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_browser|requires_web_platform|requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T04:04:58.855095+00:00,2026-04-27T04:05:17.604089+00:00
mnt_e_dangerous_skills_clawdbot-skill-xai,xai,/mnt/e/dangerous_skills/clawdbot-skill-xai,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_long_horizon_task|requires_user_supplied_artifact|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T04:05:17.906585+00:00,2026-04-27T04:05:29.230046+00:00
mnt_e_dangerous_skills_clawdefender,clawdefender,/mnt/e/dangerous_skills/clawdefender,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_callback_or_webhook|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T04:05:29.529907+00:00,2026-04-27T04:05:40.249622+00:00
mnt_e_dangerous_skills_clawguard,clawguard,/mnt/e/dangerous_skills/clawguard,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_browser|requires_web_platform|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T04:05:40.592457+00:00,2026-04-27T04:07:58.081722+00:00
mnt_e_dangerous_skills_clawpinch,clawpinch,/mnt/e/dangerous_skills/clawpinch,completed,低风险,low,0,critical,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T04:07:58.274842+00:00,2026-04-27T04:10:14.713387+00:00
mnt_e_dangerous_skills_clawpulse-skill,clawpulse,/mnt/e/dangerous_skills/clawpulse-skill,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_web_platform|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T04:10:14.920865+00:00,2026-04-27T04:10:30.346413+00:00
mnt_e_dangerous_skills_clawra,clawra-selfie,/mnt/e/dangerous_skills/clawra,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T04:10:30.640527+00:00,2026-04-27T04:10:40.391611+00:00
mnt_e_dangerous_skills_clawra_skill,clawra-selfie,/mnt/e/dangerous_skills/clawra/skill,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T04:10:40.599243+00:00,2026-04-27T04:10:52.698922+00:00
mnt_e_dangerous_skills_clawscan,clawscan,/mnt/e/dangerous_skills/clawscan,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_browser|requires_external_api_key|requires_callback_or_webhook|requires_long_horizon_task|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T04:10:52.842905+00:00,2026-04-27T04:11:08.413942+00:00
mnt_e_dangerous_skills_cllawhub,clawhub,/mnt/e/dangerous_skills/cllawhub,skipped,,,,critical,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_long_horizon_task,True,2026-04-27T04:11:08.885328+00:00,2026-04-27T04:11:08.885347+00:00
mnt_e_dangerous_skills_code-review-plugin_skills_code-review,code-review,/mnt/e/dangerous_skills/code-review-plugin/skills/code-review,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T04:11:09.233967+00:00,2026-04-27T04:13:36.098160+00:00
mnt_e_dangerous_skills_code-squad_skills_subway,subway,/mnt/e/dangerous_skills/code-squad/skills/subway,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login,True,2026-04-27T04:13:36.814612+00:00,2026-04-27T04:13:36.814647+00:00
mnt_e_dangerous_skills_codemap_skills_codemap,codemap,/mnt/e/dangerous_skills/codemap/skills/codemap,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T04:13:37.142085+00:00,2026-04-27T04:13:52.514429+00:00
mnt_e_dangerous_skills_coding_agent_session_search,cass,/mnt/e/dangerous_skills/coding_agent_session_search,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,deep_execution,deep_execution,blocked,prompt_injection_suspected,prompt_injection_suspected,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_long_horizon_task|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T04:13:53.828975+00:00,2026-04-27T04:13:53.828996+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-account,aicoin-account,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-account,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T04:13:54.184516+00:00,2026-04-27T04:14:03.697156+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-freqtrade,aicoin-freqtrade,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-freqtrade,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T04:14:04.019500+00:00,2026-04-27T04:14:13.640066+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-hyperliquid,aicoin-hyperliquid,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-hyperliquid,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_browser|requires_web_platform|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T04:14:14.006057+00:00,2026-04-27T04:14:25.618747+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-market,aicoin-market,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-market,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_browser|requires_web_platform|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T04:14:25.887329+00:00,2026-04-27T04:14:36.656853+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-onchain,aicoin-onchain,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-onchain,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T04:14:37.310251+00:00,2026-04-27T04:14:37.310270+00:00
mnt_e_dangerous_skills_coinos-skills_skills_aicoin-trading,aicoin-trading,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-trading,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T04:14:37.591038+00:00,2026-04-27T04:14:45.848149+00:00
mnt_e_dangerous_skills_comfyui_skills_openclaw,comfyui-skill-openclaw,/mnt/e/dangerous_skills/comfyui_skills_openclaw,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_heavy_runtime|requires_user_supplied_artifact|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T04:14:46.000962+00:00,2026-04-27T04:14:59.589786+00:00
mnt_e_dangerous_skills_companion-skill_companion-offload,companion-offload,/mnt/e/dangerous_skills/companion-skill/companion-offload,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T04:15:00.399003+00:00,2026-04-27T04:15:00.399032+00:00
