sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
PB-178,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-179,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-180,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-181,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-182,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-183,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-184,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-185,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-186,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-187,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-188,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-189,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-190,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-191,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-192,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-193,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,execution_failed,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-194,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-195,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-196,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-197,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-198,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-199,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-200,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-201,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-202,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,max_steps_exhausted,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-203,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-204,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-205,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-206,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-207,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-208,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-209,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-210,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-211,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-212,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-213,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-214,malicious,confirmed_violation,Private data collection and upload,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-215,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-216,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-217,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-218,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-219,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-220,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-221,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-222,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-223,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-224,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-225,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-226,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-227,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-228,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-229,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-230,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-231,malicious,confirmed_violation,Permission or privilege expansion,malicious,malicious,True,True,environment_missing,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-232,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-233,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-234,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-235,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-236,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-237,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-238,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-239,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-240,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-241,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-242,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-243,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-244,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-245,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-246,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-247,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-248,malicious,confirmed_violation,Resource abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-249,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-250,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-251,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-252,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-253,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-254,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-255,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-256,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-257,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-258,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-259,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-260,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-261,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-262,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-263,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-264,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-265,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-266,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-267,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-268,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-269,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-270,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-271,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-272,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-273,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-274,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-275,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-276,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-277,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-278,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-279,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-280,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-281,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-282,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-283,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,complete,confirmed_allowed,resolved_allowed,runtime_observed_allowed_or_no_flow_overrode_static_risk
PB-284,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-285,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-286,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-287,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-288,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-289,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-290,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-291,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-292,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-293,malicious,confirmed_violation,Untrusted download and execute,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-294,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-295,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-296,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-297,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-298,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-299,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-300,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-301,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-302,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-303,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-304,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-305,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-306,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-307,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,execution_failed,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-308,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-309,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-310,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-311,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-312,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-313,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-314,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-315,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-316,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-317,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-318,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-319,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-320,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-321,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-322,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-323,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-324,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-325,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-326,malicious,confirmed_violation,Resource abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-327,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,malicious,True,True,path_incomplete,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-328,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-329,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-330,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-331,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-332,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-333,malicious,confirmed_violation,Persistence,malicious,malicious,True,True,path_incomplete,confirmed_allowed,unresolved_execution,same_or_non_decisive_transition
PB-334,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-335,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-336,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-337,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-338,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-339,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-340,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-341,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-342,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-343,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-344,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-345,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-346,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-347,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-348,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-349,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-350,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-351,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-352,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-353,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-354,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-355,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-356,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-357,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-358,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
