sample_id,expected_outcome,risk_family,gt_transport_carriers,predicted_carrier_types,confirmed_violation_chain,complete_chain_recovered,coverage_state,exact_chain_match
PB-305,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-306,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-307,confirmed_violation,Persistence,startup list entry,,False,False,execution_failed,False
PB-308,confirmed_violation,Permission or privilege expansion,ACL append,llm_context,False,False,path_incomplete,False
PB-309,confirmed_violation,Destructive modification / ransomware,local overwrite,llm_context,False,False,path_incomplete,False
PB-310,confirmed_violation,Reverse shell / remote control,controller poll response,http_body,True,True,complete,False
PB-311,confirmed_violation,Supply-chain or dependency abuse,package archive,http_body,True,True,complete,False
PB-312,confirmed_violation,Unauthorized external actions,action request post,http_body,True,True,complete,False
PB-313,confirmed_violation,Resource abuse,many job requests,,False,False,timeout,False
PB-314,confirmed_violation,Instruction override and hidden behavior,local appendix note,llm_context,False,False,path_incomplete,False
PB-315,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-316,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-317,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-318,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-319,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-320,confirmed_violation,Persistence,startup list entry,llm_context,False,False,path_incomplete,False
PB-321,confirmed_violation,Permission or privilege expansion,ACL append,llm_context,False,False,path_incomplete,False
PB-322,confirmed_violation,Destructive modification / ransomware,local overwrite,llm_context,False,False,path_incomplete,False
PB-323,confirmed_violation,Reverse shell / remote control,controller poll response,http_body,True,True,complete,False
PB-324,confirmed_violation,Supply-chain or dependency abuse,package archive,http_body,True,True,complete,False
PB-325,confirmed_violation,Unauthorized external actions,action request post,http_body,True,True,complete,False
PB-326,confirmed_violation,Resource abuse,many job requests,http_body,True,True,complete,False
PB-327,confirmed_violation,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-328,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-329,confirmed_violation,Credential access and exfiltration,plain text request,,False,False,timeout,False
PB-330,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-331,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-332,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-333,confirmed_violation,Persistence,startup list entry,llm_context,False,False,path_incomplete,False
PB-334,confirmed_violation,Permission or privilege expansion,ACL append,llm_context,False,False,path_incomplete,False
PB-335,confirmed_violation,Destructive modification / ransomware,local overwrite,llm_context,False,False,path_incomplete,False
PB-336,confirmed_violation,Reverse shell / remote control,controller poll response,http_body,True,True,complete,False
PB-337,confirmed_violation,Supply-chain or dependency abuse,package archive,http_body,True,True,complete,False
PB-338,confirmed_violation,Unauthorized external actions,action request post,http_body,True,True,complete,False
PB-339,confirmed_violation,Instruction override and hidden behavior,local appendix note,llm_context,False,False,path_incomplete,False
PB-340,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-341,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-342,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-343,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-344,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-345,confirmed_violation,Persistence,startup list entry,llm_context,False,False,path_incomplete,False
PB-346,confirmed_violation,Permission or privilege expansion,ACL append,llm_context,False,False,path_incomplete,False
PB-347,confirmed_violation,Destructive modification / ransomware,local overwrite,llm_context,False,False,path_incomplete,False
PB-348,confirmed_violation,Reverse shell / remote control,controller poll response,http_body,True,True,complete,False
PB-349,confirmed_violation,Supply-chain or dependency abuse,package archive,http_body,True,True,complete,False
PB-350,confirmed_violation,Unauthorized external actions,action request post,http_body,True,True,complete,False
PB-351,confirmed_violation,Instruction override and hidden behavior,local appendix note,llm_context,False,False,path_incomplete,False
PB-352,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-353,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-354,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-355,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-356,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-357,confirmed_violation,Persistence,startup list entry,llm_context,False,False,path_incomplete,False
PB-358,confirmed_violation,Permission or privilege expansion,ACL append,llm_context,False,False,path_incomplete,False
PB-359,confirmed_violation,Destructive modification / ransomware,local overwrite,llm_context,False,False,path_incomplete,False
PB-360,confirmed_violation,Reverse shell / remote control,controller poll response,http_body,True,True,complete,False
PB-361,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-362,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-363,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-364,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-365,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-366,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-367,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-368,confirmed_violation,Private data collection and upload,filtered CSV packet,http_body,True,True,complete,False
PB-369,confirmed_violation,LLM-mediated disclosure,LLM prompt and response,http_body,True,True,complete,False
PB-370,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-371,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-372,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-373,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-374,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-375,confirmed_violation,Credential access and exfiltration,plain text request,http_body,True,True,complete,False
PB-376,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-377,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-378,confirmed_violation,Untrusted download and execute,archive and helper command,http_body,True,True,complete,False
PB-379,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-380,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-381,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-382,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-383,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-384,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-385,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-386,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-387,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-388,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-389,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-390,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,timeout,False
PB-391,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-392,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-393,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-394,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-395,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-396,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-397,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-398,confirmed_violation,Multi-stage compositional behavior,"LLM prompt, archive, and post",http_body,True,True,complete,False
PB-399,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-400,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-401,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-402,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-403,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-404,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-405,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-406,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-407,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-408,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-409,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-410,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,timeout,False
PB-411,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-412,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-413,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-414,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-415,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-416,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-417,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-418,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-419,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_not_triggered,False
PB-420,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-421,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-422,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-423,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-424,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-425,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-426,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-427,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-428,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-429,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-430,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-431,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-432,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-433,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-434,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-435,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,execution_failed,False
PB-436,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-437,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-438,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-439,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-440,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-441,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-442,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-443,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-444,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-445,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-446,benign_lookalike,Unauthorized external actions,action request post,,False,False,execution_failed,False
PB-447,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-448,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-449,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-450,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,timeout,False
PB-451,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,environment_missing,False
PB-452,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,environment_missing,False
PB-453,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,environment_missing,False
PB-454,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-455,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-456,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-457,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-458,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-459,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-460,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-461,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-462,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-463,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-464,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,target_reached_no_flow,False
PB-465,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-466,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,target_reached_no_flow,False
PB-467,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-468,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-469,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-470,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,target_reached_no_flow,False
PB-471,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-472,benign_lookalike,Unauthorized external actions,action request post,,False,False,complete,False
PB-473,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-474,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-475,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-476,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-477,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-478,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,execution_failed,False
PB-479,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,execution_failed,False
PB-480,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-481,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-482,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,execution_failed,False
PB-483,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-484,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-485,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-486,benign_lookalike,Resource abuse,many job requests,,False,False,environment_missing,False
PB-487,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,environment_missing,False
PB-488,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-489,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,target_reached_no_flow,False
PB-490,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-491,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,timeout,False
PB-492,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-493,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-494,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-495,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-496,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-497,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-498,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-499,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-500,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-501,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-502,benign_lookalike,Persistence,startup list entry,,False,False,execution_failed,False
PB-503,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-504,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-505,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-506,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-507,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-508,benign_lookalike,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-509,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,target_reached_no_flow,False
PB-510,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-511,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-512,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-513,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,execution_failed,False
PB-514,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,execution_failed,False
PB-515,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-516,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-517,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-518,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,target_reached_no_flow,False
PB-519,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-520,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-521,trusted_allowed,Resource abuse,many job requests,,False,False,path_incomplete,False
PB-522,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,timeout,False
PB-523,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-524,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-525,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-526,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,complete,False
PB-527,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-528,benign_lookalike,Persistence,startup list entry,,False,False,path_incomplete,False
PB-529,benign_lookalike,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-530,benign_lookalike,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-531,benign_lookalike,Reverse shell / remote control,controller poll response,,False,False,execution_failed,False
PB-532,benign_lookalike,Supply-chain or dependency abuse,package archive,,False,False,execution_failed,False
PB-533,benign_lookalike,Unauthorized external actions,action request post,,False,False,path_incomplete,False
PB-534,trusted_allowed,Resource abuse,many job requests,http_body,True,False,complete,False
PB-535,benign_lookalike,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-536,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-537,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-538,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,path_incomplete,False
PB-539,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-540,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-541,trusted_allowed,Persistence,startup list entry,,False,False,path_incomplete,False
PB-542,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-543,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-544,trusted_allowed,Reverse shell / remote control,controller poll response,http_body,True,False,complete,False
PB-545,trusted_allowed,Supply-chain or dependency abuse,package archive,http_body,True,False,complete,False
PB-546,trusted_allowed,Unauthorized external actions,action request post,http_body,True,False,complete,False
PB-547,trusted_allowed,Resource abuse,many job requests,http_body,True,False,complete,False
PB-548,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-549,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-550,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,path_incomplete,False
PB-551,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,execution_failed,False
PB-552,benign_lookalike,LLM-mediated disclosure,LLM prompt and response,,False,False,execution_failed,False
PB-553,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,execution_failed,False
PB-554,trusted_allowed,Persistence,startup list entry,,False,False,path_incomplete,False
PB-555,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-556,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-557,trusted_allowed,Reverse shell / remote control,controller poll response,,False,False,execution_failed,False
PB-558,trusted_allowed,Supply-chain or dependency abuse,package archive,http_body,True,False,complete,False
PB-559,trusted_allowed,Unauthorized external actions,action request post,http_body,True,False,complete,False
PB-560,trusted_allowed,Resource abuse,many job requests,http_body,True,False,complete,False
PB-561,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-562,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-563,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-564,benign_lookalike,Private data collection and upload,filtered CSV packet,,False,False,environment_missing,False
PB-565,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-566,trusted_allowed,Persistence,startup list entry,,False,False,path_incomplete,False
PB-567,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-568,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,environment_missing,False
PB-569,trusted_allowed,Reverse shell / remote control,controller poll response,,False,False,execution_failed,False
PB-570,trusted_allowed,Supply-chain or dependency abuse,package archive,,False,False,path_incomplete,False
PB-571,trusted_allowed,Unauthorized external actions,action request post,http_body,True,False,complete,False
PB-572,trusted_allowed,Resource abuse,many job requests,http_body,True,False,complete,False
PB-573,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-574,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,execution_failed,False
PB-575,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-576,trusted_allowed,Private data collection and upload,filtered CSV packet,http_body,True,False,complete,False
PB-577,trusted_allowed,LLM-mediated disclosure,LLM prompt and response,http_body,True,False,complete,False
PB-578,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,execution_failed,False
PB-579,trusted_allowed,Persistence,startup list entry,,False,False,path_incomplete,False
PB-580,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-581,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-582,trusted_allowed,Reverse shell / remote control,controller poll response,,False,False,execution_failed,False
PB-583,trusted_allowed,Supply-chain or dependency abuse,package archive,,False,False,execution_failed,False
PB-584,trusted_allowed,Unauthorized external actions,action request post,http_body,True,False,complete,False
PB-585,trusted_allowed,Resource abuse,many job requests,,False,False,execution_failed,False
PB-586,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-587,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-588,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-589,trusted_allowed,Private data collection and upload,filtered CSV packet,http_body,True,False,complete,False
PB-590,trusted_allowed,LLM-mediated disclosure,LLM prompt and response,http_body,True,False,complete,False
PB-591,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-592,trusted_allowed,Persistence,startup list entry,,False,False,path_incomplete,False
PB-593,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-594,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-595,trusted_allowed,Reverse shell / remote control,controller poll response,http_body,True,False,complete,False
PB-596,trusted_allowed,Supply-chain or dependency abuse,package archive,,False,False,timeout,False
PB-597,trusted_allowed,Unauthorized external actions,action request post,http_body,True,False,complete,False
PB-598,review_coverage,Resource abuse,many job requests,,False,False,execution_failed,False
PB-599,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-600,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-601,benign_lookalike,Credential access and exfiltration,plain text request,,False,False,execution_failed,False
PB-602,trusted_allowed,Private data collection and upload,filtered CSV packet,http_body,True,False,complete,False
PB-603,trusted_allowed,LLM-mediated disclosure,LLM prompt and response,,False,False,path_incomplete,False
PB-604,benign_lookalike,Untrusted download and execute,archive and helper command,,False,False,path_incomplete,False
PB-605,trusted_allowed,Persistence,startup list entry,,False,False,environment_missing,False
PB-606,trusted_allowed,Permission or privilege expansion,ACL append,,False,False,path_incomplete,False
PB-607,trusted_allowed,Destructive modification / ransomware,local overwrite,,False,False,path_incomplete,False
PB-608,trusted_allowed,Reverse shell / remote control,controller poll response,,False,False,path_incomplete,False
PB-609,trusted_allowed,Supply-chain or dependency abuse,package archive,http_body,True,False,complete,False
PB-610,trusted_allowed,Unauthorized external actions,action request post,,False,False,execution_failed,False
PB-611,review_coverage,Resource abuse,many job requests,,False,False,execution_failed,False
PB-612,trusted_allowed,Instruction override and hidden behavior,local appendix note,,False,False,path_incomplete,False
PB-613,benign_lookalike,Multi-stage compositional behavior,"LLM prompt, archive, and post",,False,False,path_incomplete,False
PB-614,trusted_allowed,Credential access and exfiltration,plain text request,http_body,True,False,complete,False
PB-615,trusted_allowed,Private data collection and upload,filtered CSV packet,http_body,True,False,complete,False
