sample_id,writing_style_family,multi_file,llm_mediated,risk_family,transformation,transport_carrier,confirmed_violation_chain,complete_chain_recovered,coverage_state,exact_chain_match
BV3-0255,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0256,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0257,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0258,policy memo,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0259,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0260,release note,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,True,True,complete,False
BV3-0261,data handling guide,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0262,onboarding note,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
BV3-0263,troubleshooting page,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
BV3-0264,runbook,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,timeout,False
BV3-0265,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0266,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0267,integration guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0268,incident procedure,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0269,migration guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0270,policy memo,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0271,operator checklist,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0272,release note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0273,data handling guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0274,onboarding note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0275,troubleshooting page,False,True,Unauthorized external actions,action request post;LLM summary,action request post,True,True,complete,False
BV3-0276,runbook,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
BV3-0277,FAQ,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0278,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0279,integration guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0280,incident procedure,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
BV3-0281,migration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0282,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0283,operator checklist,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0284,release note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0285,data handling guide,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,complete,False
BV3-0286,onboarding note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0287,troubleshooting page,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0288,runbook,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
BV3-0289,FAQ,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
BV3-0290,maintenance note,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
BV3-0291,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0292,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0293,migration guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0294,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0295,operator checklist,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
BV3-0296,release note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0297,data handling guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0298,onboarding note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0299,troubleshooting page,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0300,runbook,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,False,False,path_incomplete,False
BV3-0301,FAQ,False,False,Unauthorized external actions,action request post,action request post,False,False,timeout,False
BV3-0302,maintenance note,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
BV3-0303,integration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0304,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0305,migration guide,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,True,complete,False
BV3-0306,policy memo,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0307,operator checklist,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0308,release note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0309,data handling guide,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
BV3-0310,onboarding note,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0311,troubleshooting page,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0312,runbook,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0313,FAQ,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0314,maintenance note,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
BV3-0315,integration guide,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,timeout,False
BV3-0316,incident procedure,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0317,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0318,policy memo,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0319,operator checklist,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0320,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0321,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0322,onboarding note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0323,troubleshooting page,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0324,runbook,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0325,FAQ,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,True,True,complete,False
BV3-0326,maintenance note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0327,integration guide,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
BV3-0328,incident procedure,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
BV3-0329,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0330,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0331,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
BV3-0332,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0333,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0334,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0335,troubleshooting page,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0336,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0337,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0338,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0339,integration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0340,incident procedure,False,True,Unauthorized external actions,action request post;LLM summary,action request post,True,True,complete,False
BV3-0341,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0342,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0343,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0344,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0345,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0346,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0347,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0348,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0349,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0350,maintenance note,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,True,True,complete,False
BV3-0351,integration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
BV3-0352,incident procedure,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
BV3-0353,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0354,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0355,operator checklist,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,True,complete,False
BV3-0356,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
BV3-0357,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0358,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0359,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0360,runbook,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0361,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0362,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
BV3-0363,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0364,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0365,migration guide,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
BV3-0366,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0367,operator checklist,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0368,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0369,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0370,onboarding note,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
BV3-0371,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
BV3-0372,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0373,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0374,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0375,integration guide,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,True,True,complete,False
BV3-0376,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0377,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
BV3-0378,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
BV3-0379,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0380,release note,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,True,True,complete,False
BV3-0381,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0382,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0383,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0384,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0385,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0386,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0387,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0388,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0389,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0390,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0391,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0392,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0393,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0394,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0395,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0396,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0397,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0398,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0399,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0400,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
BV3-0401,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0402,policy memo,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0403,operator checklist,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0404,release note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0405,data handling guide,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0406,onboarding note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0407,troubleshooting page,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0408,runbook,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0409,FAQ,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0410,maintenance note,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,path_incomplete,False
BV3-0411,integration guide,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0412,incident procedure,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,timeout,False
BV3-0413,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0414,policy memo,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0415,operator checklist,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,path_incomplete,False
BV3-0416,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0417,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0418,onboarding note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0419,troubleshooting page,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0420,runbook,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,path_incomplete,False
BV3-0421,FAQ,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_not_triggered,False
BV3-0422,maintenance note,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0423,integration guide,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0424,incident procedure,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0425,migration guide,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
BV3-0426,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0427,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0428,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0430,onboarding note,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
BV3-0431,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0432,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0433,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0434,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0435,integration guide,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,False,False,path_incomplete,False
BV3-0436,incident procedure,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0437,migration guide,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0438,policy memo,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,execution_failed,False
BV3-0439,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0440,release note,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,False,False,path_incomplete,False
BV3-0441,data handling guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0442,onboarding note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0443,troubleshooting page,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0444,runbook,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0445,FAQ,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0446,maintenance note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0447,integration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0448,incident procedure,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0449,migration guide,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0450,policy memo,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,path_incomplete,False
BV3-0451,operator checklist,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0452,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0453,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
BV3-0454,onboarding note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,environment_missing,False
BV3-0455,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,environment_missing,False
BV3-0456,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,environment_missing,False
BV3-0457,FAQ,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0458,maintenance note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0459,integration guide,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0460,incident procedure,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,path_incomplete,False
BV3-0461,migration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0462,policy memo,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0463,operator checklist,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0464,release note,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0465,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0466,onboarding note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0467,troubleshooting page,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,target_reached_no_flow,False
BV3-0468,runbook,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0469,FAQ,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,target_reached_no_flow,False
BV3-0470,maintenance note,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0471,integration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0472,incident procedure,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0473,migration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,target_reached_no_flow,False
BV3-0474,policy memo,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0475,operator checklist,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,complete,False
BV3-0476,release note,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0477,data handling guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0478,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0479,troubleshooting page,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0480,runbook,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,path_incomplete,False
BV3-0481,FAQ,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0482,maintenance note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0483,integration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0484,incident procedure,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0485,migration guide,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,execution_failed,False
BV3-0486,policy memo,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0487,operator checklist,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0488,release note,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0489,data handling guide,False,False,Resource abuse,many job requests,many job requests,False,False,environment_missing,False
BV3-0490,onboarding note,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,environment_missing,False
BV3-0491,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0493,FAQ,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,target_reached_no_flow,False
BV3-0494,maintenance note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0495,integration guide,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,timeout,False
BV3-0496,incident procedure,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0497,migration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0498,policy memo,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0509,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0510,policy memo,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0511,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0512,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0514,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0515,troubleshooting page,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,path_incomplete,False
BV3-0516,runbook,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0522,policy memo,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
BV3-0523,operator checklist,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0524,release note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
