sample_id,writing_style_family,multi_file,llm_mediated,risk_family,transformation,transport_carrier,confirmed_violation_chain,complete_chain_recovered,coverage_state,exact_chain_match
PB-263,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-264,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-265,integration guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-266,incident procedure,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-267,migration guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-268,policy memo,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
PB-269,operator checklist,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-270,release note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-271,data handling guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-272,onboarding note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-273,troubleshooting page,False,True,Unauthorized external actions,action request post;LLM summary,action request post,True,True,complete,False
PB-274,runbook,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
PB-275,FAQ,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-276,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-277,integration guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-278,incident procedure,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
PB-279,migration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-280,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-281,operator checklist,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-282,release note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-283,data handling guide,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,complete,False
PB-284,onboarding note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-285,troubleshooting page,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-286,runbook,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
PB-287,FAQ,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
PB-288,maintenance note,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
PB-289,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-290,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-291,migration guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-292,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-293,operator checklist,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
PB-294,release note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-295,data handling guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-296,onboarding note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-297,troubleshooting page,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-298,runbook,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,False,False,path_incomplete,False
PB-299,FAQ,False,False,Unauthorized external actions,action request post,action request post,False,False,timeout,False
PB-300,maintenance note,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
PB-301,integration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-302,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-303,migration guide,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,True,complete,False
PB-304,policy memo,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-305,operator checklist,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-306,release note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-307,data handling guide,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
PB-308,onboarding note,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
PB-309,troubleshooting page,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-310,runbook,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-311,FAQ,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-312,maintenance note,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
PB-313,integration guide,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,timeout,False
PB-314,incident procedure,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-315,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-316,policy memo,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-317,operator checklist,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-318,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-319,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-320,onboarding note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-321,troubleshooting page,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-322,runbook,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-323,FAQ,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,True,True,complete,False
PB-324,maintenance note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-325,integration guide,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
PB-326,incident procedure,False,False,Resource abuse,many job requests,many job requests,True,True,complete,False
PB-327,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-328,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-329,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
PB-330,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-331,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-332,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-333,troubleshooting page,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
PB-334,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-335,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-336,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-337,integration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-338,incident procedure,False,True,Unauthorized external actions,action request post;LLM summary,action request post,True,True,complete,False
PB-339,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-340,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-341,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-342,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-343,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-344,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-345,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-346,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-347,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-348,maintenance note,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,True,True,complete,False
PB-349,integration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,True,True,complete,False
PB-350,incident procedure,False,False,Unauthorized external actions,action request post,action request post,True,True,complete,False
PB-351,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-352,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-353,operator checklist,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,True,complete,False
PB-354,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,True,complete,False
PB-355,data handling guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-356,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-357,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-358,runbook,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
PB-359,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-360,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,True,complete,False
PB-361,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-362,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-363,migration guide,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
PB-364,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-365,operator checklist,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-366,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-367,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-368,onboarding note,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,True,complete,False
PB-369,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,True,complete,False
PB-370,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-371,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-372,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-373,integration guide,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,True,True,complete,False
PB-374,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-375,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,True,True,complete,False
PB-376,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,True,complete,False
PB-377,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-378,release note,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,True,True,complete,False
PB-379,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-380,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-381,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-382,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-383,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-384,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-385,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-386,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-387,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-388,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-389,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-390,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
PB-391,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-392,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-393,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-394,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-395,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-396,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-397,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-398,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,True,complete,False
PB-399,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
PB-400,policy memo,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
PB-401,operator checklist,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
PB-402,release note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
PB-403,data handling guide,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
PB-404,onboarding note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-405,troubleshooting page,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-406,runbook,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
PB-407,FAQ,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-408,maintenance note,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,path_incomplete,False
PB-409,integration guide,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-410,incident procedure,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,timeout,False
PB-411,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-412,policy memo,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
PB-413,operator checklist,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,path_incomplete,False
PB-414,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
PB-415,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
PB-416,onboarding note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-417,troubleshooting page,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-418,runbook,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,path_incomplete,False
PB-419,FAQ,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_not_triggered,False
PB-420,maintenance note,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-421,integration guide,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-422,incident procedure,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-423,migration guide,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
PB-424,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-425,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
PB-426,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
PB-427,onboarding note,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
PB-428,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-429,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-430,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-431,maintenance note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
PB-432,integration guide,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,False,False,path_incomplete,False
PB-433,incident procedure,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-434,migration guide,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-435,policy memo,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,execution_failed,False
PB-436,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-437,release note,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,False,False,path_incomplete,False
PB-438,data handling guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
PB-439,onboarding note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
PB-440,troubleshooting page,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
PB-441,runbook,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-442,FAQ,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
PB-443,maintenance note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-444,integration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
PB-445,incident procedure,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-446,migration guide,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
PB-447,policy memo,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,path_incomplete,False
PB-448,operator checklist,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-449,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-450,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
PB-451,onboarding note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,environment_missing,False
PB-452,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,environment_missing,False
PB-453,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,environment_missing,False
PB-454,FAQ,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-455,maintenance note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-456,integration guide,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-457,incident procedure,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,path_incomplete,False
PB-458,migration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-459,policy memo,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-460,operator checklist,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-461,release note,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-462,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-463,onboarding note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
PB-464,troubleshooting page,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,target_reached_no_flow,False
PB-465,runbook,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
PB-466,FAQ,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,target_reached_no_flow,False
PB-467,maintenance note,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
PB-468,integration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-469,incident procedure,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-470,migration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,target_reached_no_flow,False
PB-471,policy memo,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-472,operator checklist,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,complete,False
PB-473,release note,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-474,data handling guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-475,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-476,troubleshooting page,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
PB-477,runbook,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,path_incomplete,False
PB-478,FAQ,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
PB-479,maintenance note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
PB-480,integration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-481,incident procedure,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-482,migration guide,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,execution_failed,False
PB-483,policy memo,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
PB-484,operator checklist,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-485,release note,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-486,data handling guide,False,False,Resource abuse,many job requests,many job requests,False,False,environment_missing,False
PB-487,onboarding note,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,environment_missing,False
PB-488,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-489,FAQ,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,target_reached_no_flow,False
PB-490,maintenance note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
PB-491,integration guide,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,timeout,False
PB-492,incident procedure,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-493,migration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-494,policy memo,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-495,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
PB-496,policy memo,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
PB-497,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-498,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
PB-499,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-500,troubleshooting page,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,path_incomplete,False
PB-501,runbook,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
PB-502,policy memo,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
PB-503,operator checklist,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-504,release note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-505,data handling guide,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,path_incomplete,False
PB-506,onboarding note,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-507,troubleshooting page,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
PB-508,runbook,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-509,FAQ,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,target_reached_no_flow,False
PB-510,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
PB-511,integration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
PB-512,incident procedure,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
PB-513,migration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
PB-514,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
PB-515,operator checklist,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
PB-516,release note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
PB-517,data handling guide,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
PB-518,onboarding note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,target_reached_no_flow,False
PB-519,troubleshooting page,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
PB-520,runbook,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,path_incomplete,False
PB-521,FAQ,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
PB-522,maintenance note,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,timeout,False
