sample_id,expected_outcome,predicted_label,source_match,sink_match,relay_match,exact_chain_match,minimal_witness_match,predicted_chain_count,coverage_state
PB-419,benign_lookalike,benign,False,False,False,False,True,0,path_not_triggered
PB-420,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-421,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-422,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-423,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-424,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-425,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-426,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-427,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-428,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-429,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-430,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-431,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-432,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-433,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-434,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-435,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-436,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-437,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-438,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-439,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-440,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-441,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-442,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-443,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-444,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-445,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-446,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-447,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-448,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-449,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-450,benign_lookalike,benign,False,False,False,False,True,0,timeout
PB-451,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-452,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-453,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-454,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-455,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-456,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-457,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-458,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-459,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-460,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-461,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-462,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-463,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-464,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-465,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-466,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-467,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-468,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-469,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-470,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-471,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-472,benign_lookalike,benign,False,False,False,False,True,0,complete
PB-473,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-474,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-475,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-476,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-477,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-478,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-479,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-480,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-481,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-482,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-483,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-484,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-485,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-486,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-487,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-488,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-489,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-490,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-491,benign_lookalike,benign,False,False,False,False,True,0,timeout
PB-492,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-493,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-494,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-495,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-496,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-497,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-498,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-499,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-500,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-501,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-502,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-503,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-504,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-505,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-506,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-507,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-508,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-509,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-510,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-511,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-512,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-513,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-514,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-515,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-516,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-517,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-518,benign_lookalike,benign,False,False,False,False,True,0,target_reached_no_flow
PB-519,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-520,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-521,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-522,benign_lookalike,benign,False,False,False,False,True,0,timeout
PB-523,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-524,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-525,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-526,benign_lookalike,benign,False,False,False,False,True,0,complete
PB-527,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-528,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-529,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-530,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-531,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-532,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-533,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-534,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-535,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-536,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-537,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-538,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-539,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-540,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-541,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-542,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-543,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-544,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-545,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-546,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-547,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-548,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-549,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-550,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-551,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-552,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-553,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-554,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-555,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-556,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-557,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-558,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-559,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-560,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-561,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-562,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-563,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-564,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-565,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-566,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-567,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-568,trusted_allowed,benign,False,False,False,False,True,0,environment_missing
PB-569,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-570,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-571,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-572,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-573,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-574,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-575,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-576,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-577,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-578,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-579,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-580,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-581,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-582,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-583,trusted_allowed,benign,False,False,False,False,False,0,execution_failed
PB-584,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-585,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-586,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-587,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-588,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-589,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-590,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-591,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-592,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-593,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-594,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-595,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-596,trusted_allowed,benign,False,False,False,False,True,0,timeout
PB-597,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-598,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-599,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-600,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-601,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-602,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-603,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-604,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-605,trusted_allowed,benign,False,False,False,False,True,0,environment_missing
PB-606,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-607,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-608,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-609,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-610,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-611,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-612,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-613,benign_lookalike,benign,False,False,False,False,False,0,path_incomplete
PB-614,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-615,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-616,trusted_allowed,benign,False,False,False,False,True,0,path_not_triggered
PB-617,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-618,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-619,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-620,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-621,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-622,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-623,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-624,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-625,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-626,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-627,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-628,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-629,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-630,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-631,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-632,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-633,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-634,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-635,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-636,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-637,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-638,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-639,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-640,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-641,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-642,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-643,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-644,review_coverage,benign,False,False,False,False,False,0,execution_failed
PB-645,review_coverage,benign,False,False,False,False,True,0,environment_missing
PB-646,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-647,review_coverage,benign,False,False,False,False,True,0,environment_missing
PB-648,review_coverage,benign,False,False,False,False,True,0,timeout
PB-649,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-650,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-651,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-652,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-653,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-654,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-655,review_coverage,benign,False,False,False,False,False,0,execution_failed
PB-656,review_coverage,benign,False,False,False,False,True,0,timeout
PB-657,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-658,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-659,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-660,review_coverage,benign,False,False,False,False,False,0,execution_failed
PB-661,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-662,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-663,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-664,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-665,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-666,review_coverage,benign,False,False,False,False,False,0,execution_failed
PB-667,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-668,review_coverage,benign,False,False,False,False,True,0,timeout
PB-669,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-670,review_coverage,benign,False,False,False,False,True,0,timeout
PB-671,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-672,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-673,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-674,trusted_allowed,benign,False,False,False,False,True,0,target_reached_no_flow
PB-675,trusted_allowed,benign,False,False,False,False,False,0,execution_failed
PB-676,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-677,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-678,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-679,review_coverage,benign,False,False,False,False,False,0,target_reached_no_flow
PB-680,review_coverage,benign,False,False,False,False,False,0,path_incomplete
PB-681,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-682,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-683,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-684,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-685,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-686,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-687,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-688,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-689,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-690,review_coverage,benign,False,False,False,False,False,0,target_reached_no_flow
PB-691,review_coverage,benign,False,False,False,False,False,0,path_incomplete
PB-692,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-693,review_coverage,benign,False,False,False,False,True,0,environment_missing
PB-694,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-695,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-696,benign_lookalike,benign,False,False,False,False,True,0,timeout
PB-697,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-698,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-699,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-700,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-701,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-702,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-703,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-704,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-705,trusted_allowed,benign,False,False,False,False,True,0,timeout
PB-706,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-707,trusted_allowed,malicious,True,True,False,False,False,1,complete
PB-708,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-709,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-710,trusted_allowed,benign,False,False,False,False,False,0,path_incomplete
PB-711,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-712,review_coverage,benign,False,False,False,False,True,0,timeout
PB-713,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-714,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-715,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-716,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-717,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-718,review_coverage,benign,False,False,False,False,True,0,environment_missing
PB-719,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-720,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-721,benign_lookalike,benign,False,False,False,False,True,0,complete
PB-722,review_coverage,benign,False,False,False,False,True,0,path_not_triggered
PB-723,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-724,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-725,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-726,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-727,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-728,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-729,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-730,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-731,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-732,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-733,benign_lookalike,benign,False,False,False,False,True,0,execution_failed
PB-734,review_coverage,benign,False,False,False,False,True,0,timeout
PB-735,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-736,benign_lookalike,benign,False,False,False,False,True,0,environment_missing
PB-737,benign_lookalike,benign,False,False,False,False,True,0,timeout
PB-738,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-739,benign_lookalike,benign,False,False,False,False,True,0,path_incomplete
PB-740,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-741,trusted_allowed,benign,False,False,False,False,True,0,timeout
PB-742,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-743,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-744,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-745,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-746,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-747,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-748,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-749,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-750,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-751,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-752,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-753,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-754,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-755,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-756,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-757,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-758,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-759,trusted_allowed,benign,False,False,False,False,True,0,path_incomplete
PB-760,trusted_allowed,malicious,True,True,False,False,True,1,complete
PB-761,trusted_allowed,benign,False,False,False,False,True,0,execution_failed
PB-762,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-763,review_coverage,benign,False,False,False,False,True,0,path_not_triggered
PB-764,review_coverage,benign,False,False,False,False,True,0,timeout
PB-765,review_coverage,benign,False,False,False,False,True,0,timeout
PB-766,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-767,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-768,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-769,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
PB-770,review_coverage,benign,False,False,False,False,True,0,timeout
PB-771,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-772,review_coverage,benign,False,False,False,False,True,0,environment_missing
PB-773,review_coverage,benign,False,False,False,False,True,0,path_not_triggered
PB-774,review_coverage,benign,False,False,False,False,True,0,execution_failed
PB-775,review_coverage,benign,False,False,False,False,True,0,path_incomplete
PB-776,review_coverage,benign,False,False,False,False,True,0,target_reached_no_flow
